Date Open High Low Close Volume Adjusted DeltaVolPerc DeltaVolElder OBV VolSize RSI14 RSI14L1 RSI14L2 DeltaRSI14 DeltaRSI14L2 DiffRSI14L1 DiffRSI14L2 MA10 DeltaMA10 MA10L1 MA20 DeltaMA20 DeltaMA20M10 MACD Signal DeltaMACD DeltaSignal GapUp GapDown ReturnL1 ReturnL2 Return Decision
2010-03-09 7.796786 8.035714 7.781786 7.965 920259200 6.83888 1.14068728343277 high 328200.432 medium 73.2226866528035 70.1237680190377 70.0174545314567 0.0441921294492402 0.0457776156359248 3.09891863376581 3.20523212134687 7.5221787 0.0124792710494716 7.4294644 7.32964294999999 0.00709080738514639 -0.192535750000012 2.14263426737018 1.00854886370449 0.228232303039513 0.391049092504295 FALSE FALSE 0.000593761121831231 0.0391059188288344 0.0179842608002826 Up
2010-03-10 7.993929 8.052857 7.971429 8.03 596218000 6.894689 -0.352119489813305 medium 334162.612 medium 74.5365848954615 73.2226866528035 70.1237680190377 0.0179438682561324 0.0629289754541677 1.31389824265797 4.41281687642378 7.6085358 0.0114803308248979 7.5221787 7.38080364999999 0.00697997165059721 -0.227732150000013 2.49282954885488 1.30540500073457 0.16344146400427 0.294339865635957 TRUE FALSE 0.0179842608002826 0.000593761121831231 0.00816070307595725 Up
2010-03-11 7.996786 8.053571 7.975714 8.053571 405700400 6.914927 -0.319543522671238 low 338219.616 medium 75.0153444260498 74.5365848954615 73.2226866528035 0.00642314819306232 0.0244822725741606 0.47875953058832 1.79265777324629 7.6924643 0.011030834605523 7.6085358 7.43505364999999 0.00735014811022654 -0.257410650000013 2.75782123527823 1.5958882476433 0.106301566645454 0.222523467234516 FALSE FALSE 0.00816070307595725 0.0179842608002826 0.00293536737235373 Up
2010-03-12 8.120357 8.133214 8.0625 8.092857 416323600 6.948661 0.0261848398473356 low 342382.852 medium 75.8309948106357 75.0153444260498 74.5365848954615 0.0108731139052482 0.017366101720244 0.815650384585865 1.29440991517419 7.7709643 0.0102047922406347 7.6924643 7.48492864999999 0.00670808878426858 -0.286035650000012 2.96985922912048 1.87068244393874 0.0768860545164552 0.172188871433342 TRUE FALSE 0.00293536737235373 0.00816070307595725 0.00487808451679393 Down
2010-03-15 8.049286 8.053571 7.866071 7.994286 493502800 6.864026 0.185382716713633 medium 337447.824 medium 69.6840398315984 75.8309948106357 75.0153444260498 -0.0810612467156389 -0.0710695209792313 -6.14695497903728 -5.33130459445141 7.824 0.00682485441349919 7.7709643 7.52682149999999 0.00559696050008428 -0.297178500000013 2.99684236995623 2.09591442914224 0.00908566324328708 0.120400972347434 FALSE TRUE 0.00487808451679393 0.00293536737235373 -0.0121800002150045 Up
2010-03-16 8.006429 8.035 7.946786 8.016071 446908000 6.88273 -0.0944164855802237 medium 341916.904 medium 70.2578635893818 69.6840398315984 75.8309948106357 0.00823465113633011 -0.0734941066666881 0.573823757783344 -5.57313122125393 7.8797142 0.00712093558282205 7.824 7.56441074999999 0.00499404031303265 -0.315303450000012 3.00408616531338 2.27754877637647 0.00241714259974702 0.0866611464231216 FALSE FALSE -0.0121800002150045 0.00487808451679393 0.00272507138223481 Down
2010-03-17 8.032143 8.0875 7.973929 8.004286 450956800 6.872613 0.00905958273291147 medium 337407.336 medium 69.4915685433429 70.2578635893818 69.6840398315984 -0.0109068936470583 -0.00276205697489282 -0.76629504603892 -0.192471288255575 7.9325357 0.00670347916933336 7.8797142 7.60292859999999 0.00509198287520291 -0.329607100000011 2.96173033434821 2.41438508797081 -0.0140994061536014 0.0600805185880818 FALSE FALSE 0.00272507138223481 -0.0121800002150045 -0.00147017160900892 Up
2010-03-18 8.003571 8.035714 7.950357 8.023214 342109600 6.888862 -0.241369461553745 low 340828.432 medium 70.0564587718834 69.4915685433429 70.2578635893818 0.00812890312280409 -0.00286665160608192 0.564890228540534 -0.201404817498386 7.9823214 0.00627613941907632 7.9325357 7.64171429999999 0.00510141578864756 -0.340607100000011 2.91269272691645 2.51404661575994 -0.0165570804549795 0.0412782237123943 FALSE FALSE -0.00147017160900892 0.00272507138223481 0.00236473309424463 Down
2010-03-19 8.028214 8.044286 7.901071 7.9375 559445600 6.815269 0.635281792735428 medium 335233.976 medium 64.2544410431054 70.0564587718834 69.4915685433429 -0.082819169431193 -0.0753634953134062 -5.802017728778 -5.23712750023746 7.9941071 0.00147647525192357 7.9823214 7.67846429999999 0.00480913032825639 -0.315642800000011 2.75313903409415 2.56186509942679 -0.0547787589634329 0.0190205238705918 FALSE FALSE 0.00236473309424463 -0.00147017160900892 -0.0106832498796616 Up
2010-03-22 7.873929 8.071429 7.8625 8.026786 456419600 6.89193 -0.184157315742585 medium 339798.172 medium 67.2931293323029 64.2544410431054 70.0564587718834 0.0472914905159479 -0.039444320880939 3.03868828919755 -2.76332943958045 8.0143571 0.00253311592485429 7.9941071 7.72191074999999 0.00565822126697905 -0.292446350000012 2.68668692747884 2.5868294650372 -0.0241368509880488 0.00974460584048599 FALSE FALSE -0.0106832498796616 0.00236473309424463 0.0112486299212598 Up
2010-03-23 8.058571 8.170714 8.003571 8.155714 602431200 7.002629 0.319906507082518 medium 345822.484 medium 71.1119623048627 67.2931293323029 64.2544410431054 0.0567492255219964 0.106724471498505 3.81883297255973 6.85752126175728 8.0334285 0.00237965438300717 8.0143571 7.77780359999999 0.00723821497159876 -0.255624900000012 2.73291083132199 2.61604573829416 0.0172047972431688 0.0112942401699983 TRUE FALSE 0.0112486299212598 -0.0106832498796616 0.01606221967298 Up
2010-03-24 8.13 8.221429 8.125357 8.191786 597780400 7.033601 -0.00772005168391013 high 351800.288 medium 72.0937133689739 71.1119623048627 67.2931293323029 0.0138057090859398 0.0713383979063453 0.981751064111251 4.80058403667098 8.0496071 0.00201390975223071 8.0334285 7.82907144999999 0.00659155883031045 -0.22053565000001 2.77221557911427 2.64727970645818 0.0143820088609574 0.0119393815279351 FALSE FALSE 0.01606221967298 0.0112486299212598 0.00442291134779871 Down
2010-03-25 8.247143 8.248929 8.080357 8.094643 542284400 6.950193 -0.0928367674818378 medium 346377.444 medium 65.6255325563121 72.0937133689739 71.1119623048627 -0.0897190685623007 -0.0771519948363935 -6.46818081266183 -5.48642974855058 8.0537143 0.000510236083448095 8.0496071 7.87308929999999 0.0056223589580346 -0.18062500000001 2.67268095078648 2.65235995532384 -0.0359043607855319 0.00191904499296637 FALSE FALSE 0.00442291134779871 0.01606221967298 -0.0118585861495895 Up
2010-03-26 8.176786 8.283929 8.1625 8.246429 640875200 7.08052 0.181806446949239 high 352786.196 medium 70.1343406553745 65.6255325563121 72.0937133689739 0.0687050896721256 -0.0271781355410476 4.50880809906242 -1.95937271359941 8.0690715 0.00190684688181705 8.0537143 7.92001789999999 0.00596063352158337 -0.149053600000011 2.71465009660345 2.66481798357976 0.0157030137864484 0.00469695986433425 FALSE FALSE -0.0118585861495895 0.00442291134779871 0.0187514137436326 Up
2010-03-29 8.321429 8.3525 8.272143 8.299643 540744400 7.12621 -0.156240715821115 medium 358193.64 medium 71.543580457341 70.1343406553745 65.6255325563121 0.0200934348109318 0.0901790457235635 1.40923980196645 5.91804790102887 8.0996072 0.00378428918370592 8.0690715 7.96180359999999 0.00527596029801905 -0.13780360000001 2.76743073138617 2.68534053314104 0.0194428868931398 0.00770129505569918 TRUE FALSE 0.0187514137436326 -0.0118585861495895 0.00645297497862415 Up
2010-03-30 8.45 8.481429 8.366071 8.423214 527310000 7.232308 -0.0248442702319247 medium 363466.74 medium 74.5470687123543 71.543580457341 70.1343406553745 0.0419812404664906 0.0629182225960179 3.00348825501335 4.4127280569798 8.1403215 0.00502670055407146 8.0996072 8.01001784999999 0.0060556944660126 -0.130303650000013 2.89679046854463 2.72763052022176 0.0467436224117048 0.0157484633918108 TRUE FALSE 0.00645297497862415 0.0187514137436326 0.0148887126831841 Down
2010-03-31 8.410357 8.450357 8.373571 8.392857 430659600 7.206243 -0.183289526085225 medium 359160.144 medium 72.5219879141031 74.5470687123543 71.543580457341 -0.0271651298063124 0.013675684813476 -2.0250807982512 0.978407456762156 8.1791786 0.0047734109764583 8.1403215 8.05585714999999 0.00572274629824962 -0.123321450000011 2.93243771928779 2.76859196003497 0.0123057746600065 0.0150172244772642 FALSE TRUE 0.0148887126831841 0.00645297497862415 -0.00360396874637168 Up
2010-04-01 8.478929 8.526071 8.3125 8.4275 603145200 7.23599 0.400514931049952 medium 365191.596 medium 73.4097083386732 72.5219879141031 74.5470687123543 0.0122407072682772 -0.015256942939899 0.887720424570077 -1.13736037368112 8.2196072 0.00494286797943259 8.1791786 8.10096429999999 0.0055992986419827 -0.11864290000001 2.95865259105863 2.8066040862397 0.00893961757428298 0.0137297683275265 TRUE FALSE -0.00360396874637168 0.0148887126831841 0.00412767666600311 Up
2010-04-05 8.392143 8.518214 8.384643 8.5175 684507600 7.313264 0.134896870604292 medium 372036.672 medium 75.6138795023589 73.4097083386732 72.5219879141031 0.0300256085137514 0.0426338504663974 2.20417116368567 3.09189158825575 8.2776072 0.00705629826203858 8.2196072 8.13585714999999 0.00430724648422393 -0.141750050000011 3.03065591515139 2.85141445202204 0.0243365254543112 0.0159660445169435 FALSE FALSE 0.00412767666600311 -0.00360396874637168 0.0106793236428359 Up
